time,static_pressure,total_pressure
0.0,83387.5,83388.38813006267
0.01,83387.3,83390.85251335113
0.02,83387.0,83394.99722188147
0.03,83386.5,83400.72085066242
0.04,83385.90000000001,83408.13017869538
0.05,83385.2,83417.2210613753
0.060000000000000005,83384.3,83427.89339150883
0.07,83383.3,83440.25802645685
0.08,83382.2,83454.30669047504
0.09,83381.0,83470.039282241
0.09999999999999999,83379.6,83487.35558538504
0.10999999999999999,83378.09999999999,83506.37192420258
0.11999999999999998,83376.4,83526.99211569774
0.12999999999999998,83374.59999999999,83549.28197870865
0.13999999999999999,83372.7,83573.27821635363
0.15,83370.8,83597.18765606522
0.159,83368.9,83621.00193025915
0.168,83365.9,83659.16486108923
0.18100000000000002,83360.90000000001,83721.80731591574
0.201,83352.4,83827.97164345448
0.231,83337.5,84014.77436216657
0.276,83317.6,84264.12650075392
0.326,83294.4,84555.33853741616
0.376,83267.9,84888.35665326532
0.426,83238.09999999999,85263.3236328044
0.476,83204.9,85676.66004863632
0.526,83168.4,86121.84685488931
0.5760000000000001,83128.8,86596.26992109939
0.6260000000000001,83086.0,87097.28369735435
0.6760000000000002,83040.09999999999,87622.5652880469
0.7260000000000002,82991.09999999999,88169.31807007811
0.7760000000000002,82939.20000000001,88735.56538808426
0.8260000000000003,82884.40000000001,89320.83971400221
0.8760000000000003,82826.70000000001,89924.11740237214
0.9260000000000004,82766.2,90543.55477956822
0.9760000000000004,82702.9,91176.94615387131
1.0260000000000005,82636.90000000001,91822.71462539275
1.0760000000000005,82568.3,92478.91180795972
1.1260000000000006,82497.1,93143.47481413046
1.1760000000000006,82423.29999999999,93814.64389917292
1.2260000000000006,82347.0,94490.65068374481
1.2760000000000007,82268.3,95169.74888385611
1.3260000000000007,82187.2,95851.61527985845
1.3760000000000008,82103.8,96537.78193417491
1.4260000000000008,82018.1,97227.17395703726
1.4760000000000009,81930.1,97918.39510916194
1.526000000000001,81839.9,98610.1723503582
1.576000000000001,81747.5,99301.31629914684
1.626000000000001,81653.0,99990.58688088928
1.676000000000001,81556.4,100676.83591494322
1.726000000000001,81457.8,101358.85908354152
1.7760000000000011,81357.1,102035.63709068147
1.8260000000000012,81254.5,102705.92449683046
1.8760000000000012,81150.0,103368.87532861243
1.9260000000000013,81043.6,104023.0351459634
1.9760000000000013,80935.40000000001,104667.51361587373
2.026000000000001,80825.40000000001,105301.3275336666
2.076000000000001,80713.7,105923.64753964875
2.126000000000001,80600.3,106533.09034471543
2.1760000000000006,80485.29999999999,107128.86959080998
2.2260000000000004,80368.6,107710.21225142173
2.2760000000000002,80250.40000000001,108276.05283929156
2.326,80130.7,108825.80469883734
2.376,80009.5,109358.1907054992
2.4259999999999997,79886.90000000001,109873.05864438412
2.4759999999999995,79763.0,110369.0661161594
2.5259999999999994,79637.7,110845.86622704005
2.575999999999999,79511.1,111302.66382958686
2.625999999999999,79388.8,111746.00324740613
2.675999999999999,79266.09999999999,112169.33970152416
2.7259999999999986,79142.4,112571.03412315116
2.7759999999999985,79017.6,112950.12960058545
2.8259999999999983,78891.9,113306.88375724785
2.875999999999998,78765.20000000001,113640.40251690656
2.925999999999998,78637.59999999999,113950.35139246946
2.9759999999999978,78509.1,114215.74855873114
3.0259999999999976,78380.0,114314.27332122024
3.0759999999999974,78250.59999999999,114250.68418882461
3.1259999999999972,78121.0,114098.44395319762
3.175999999999997,77991.5,113863.82408582936
3.225999999999997,77862.09999999999,113547.61813491583
3.2759999999999967,77733.1,113151.57198644316
3.3259999999999965,77669.4,112926.20780371487
3.3509999999999964,77574.1,112575.28393254658
3.3879999999999963,77446.2,112106.51556084945
3.437999999999996,77318.8,111641.99959037258
3.487999999999996,77192.0,111182.09512318872
3.537999999999996,77065.7,110726.36985048806
3.5879999999999956,76939.9,110275.0449874739
3.6379999999999955,76814.59999999999,109827.82794746356
3.6879999999999953,76689.9,109384.81942628942
3.737999999999995,76565.7,108945.85080208175
3.787999999999995,76442.0,108511.13889328588
3.8379999999999947,76318.8,108080.14919746362
3.8879999999999946,76196.2,107653.4812495605
3.9379999999999944,76074.0,107230.33942938247
3.987999999999994,75952.4,106811.20689094797
4.037999999999994,75831.2,106396.0290357265
4.087999999999994,75710.6,105984.55177254383
4.137999999999994,75590.4,105576.48268780546
4.1879999999999935,75470.8,105172.53795603575
4.237999999999993,75351.59999999999,104771.70446218044
4.287999999999993,75232.9,104374.80202995916
4.337999999999993,75114.8,103981.22086033628
4.387999999999993,74997.1,103591.14463417741
4.437999999999993,74879.9,103204.4417963959
4.487999999999992,74763.09999999999,102820.95609882266
4.537999999999992,74648.6,102443.135463929
4.587999999999992,74538.59999999999,102073.79973272975
4.637999999999992,74429.0,101707.35058411844
4.687999999999992,74319.8,101344.22155321387
4.7379999999999916,74211.1,100984.06289770182
4.787999999999991,74102.9,100627.07844551104
4.837999999999991,73995.1,100273.11529746676
4.887999999999991,73887.7,99921.92793755895
4.937999999999991,73780.7,99573.93892247543
4.987999999999991,73674.2,99228.81008741441
5.0379999999999905,73568.1,98886.61239499899
5.08799999999999,73462.5,98547.23328115809
5.13799999999999,73357.3,98210.52566561356
5.18799999999999,73252.5,97876.68607518406
5.23799999999999,73148.1,97545.6924294915
5.28799999999999,73044.2,97217.22330278603
5.337999999999989,72940.59999999999,96891.43388914572
5.387999999999989,72837.5,96568.34501835454
5.437999999999989,72734.79999999999,96247.81173598985
5.487999999999989,72632.5,95929.81601514848
5.537999999999989,72530.6,95614.3399578746
5.5879999999999885,72429.2,95301.69800189722
5.637999999999988,72328.09999999999,94991.00125577289
5.687999999999988,72227.5,94683.10306001888
5.737999999999988,72127.20000000001,94377.52884364288
5.787999999999988,72027.4,94074.30908581676
5.837999999999988,71928.0,93773.50597317531
5.8879999999999875,71828.9,93474.97807600365
5.937999999999987,71730.3,93178.75816871278
5.987999999999987,71632.0,92884.78221159778
6.037999999999987,71534.2,92593.28176553785
6.087999999999987,71436.7,92303.9924103043
6.137999999999987,71339.70000000001,92016.94993642777
6.187999999999986,71243.0,91732.08816827084
6.237999999999986,71146.7,91449.32126675193
6.287999999999986,71050.8,91168.82838873411
6.337999999999986,70955.3,90890.40222841772
6.387999999999986,70860.2,90614.22017349921
6.4379999999999855,70765.4,90339.9546814348
6.487999999999985,70671.0,90067.7157319762
6.537999999999985,70577.09999999999,89797.80013756703
6.587999999999985,70483.4,89529.45328811876
6.637999999999985,70390.20000000001,89263.40277168335
6.687999999999985,70297.29999999999,88999.20512169445
6.7379999999999844,70204.8,88737.15354000728
6.787999999999984,70112.7,88476.86749686737
6.837999999999984,70025.40000000001,88223.84536834239
6.887999999999984,69938.59999999999,87973.03646109397
6.937999999999984,69852.09999999999,87723.82427313228
6.987999999999984,69766.0,87476.49988168832
7.037999999999983,69680.3,87231.05158114662
7.087999999999983,69594.9,86987.34750723955
7.137999999999983,69509.79999999999,86745.37658398223
7.187999999999983,69425.09999999999,86505.07219950439
7.237999999999983,69340.7,86266.65512000392
7.2879999999999825,69256.7,86029.88390893431
7.337999999999982,69173.0,85794.80336839399
7.387999999999982,69089.59999999999,85561.40276338377
7.437999999999982,69006.6,85329.61940723124
7.487999999999982,68923.90000000001,85099.49613633075
7.537999999999982,68841.5,84871.02241047817
7.587999999999981,68759.5,84644.306464336
7.637999999999981,68677.8,84419.2188923502
7.687999999999981,68596.5,84195.70084155527
7.737999999999981,68515.4,83973.5075768947
7.787999999999981,68434.7,83753.19859480372
7.8379999999999805,68354.4,83534.26750910154
7.88799999999998,68274.3,83316.8003015953
7.93799999999998,68194.6,83101.02275852795
7.98799999999998,68115.20000000001,82886.6449447989
8.03799999999998,68036.1,82673.82055662031
8.087999999999981,67957.4,82462.49666028882
8.137999999999982,67878.9,82252.4311700368
8.187999999999983,67800.8,82044.0099379938
8.237999999999984,67723.0,81836.94803082114
8.287999999999984,67645.6,81631.35494366892
8.337999999999985,67568.4,81427.14623830092
8.387999999999986,67491.6,81224.23454470377
8.437999999999986,67415.0,81022.69164524645
8.487999999999987,67338.8,80822.7409442573
8.537999999999988,67262.90000000001,80623.95006942237
8.587999999999989,67187.3,80426.46684546486
8.63799999999999,67112.09999999999,80230.5518779896
